endTime,artistName,trackName,msPlayed,genre
2024-05-13 19:12,Chase Atlantic,Meddle About,203886,rnb
2024-05-13 19:16,Chase Atlantic,HEAVEN AND BACK,248240,rnb
2024-05-13 19:23,The Neighbourhood,Alleyways,267853,indie
2024-05-13 19:26,Chase Atlantic,MAMACITA,202931,rnb
2024-05-13 19:29,James Arthur,Train Wreck,154392,soft pop
2024-05-13 19:34,The Neighbourhood,Daddy Issues,260173,indie
2024-05-13 20:07,The Neighbourhood,Reflections,244013,indie
2024-05-13 20:14,Chase Atlantic,ESCORT,218823,rnb
2024-05-13 20:19,Cigarettes After Sex,Truly,244110,dream pop
2024-05-13 21:26,The Neighbourhood,Leaving Tonight,146178,indie
2024-05-13 21:27,The Neighbourhood,Leaving Tonight,57692,indie
2024-05-13 21:33,Arctic Monkeys,Cornerstone,197973,indie
2024-05-13 23:38,Cigarettes After Sex,John Wayne,180710,dream pop
2024-05-13 23:40,Cigarettes After Sex,John Wayne,77773,dream pop
2024-05-13 23:45,The Neighbourhood,Cry Baby,235160,indie
2024-05-13 23:52,The Neighbourhood,Fallen Star,224938,indie
2024-05-13 23:54,Arctic Monkeys,505,20957,indie
2024-05-13 23:54,The Neighbourhood,Reflections,6260,indie
2024-05-13 23:58,Laufey,Fragile,241080,jazz
2024-05-14 00:02,Ellie Goulding,My Blood,234184,female vocalists
2024-05-14 00:06,Doja Cat,Agora Hills,265360,pop
2024-05-14 00:10,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",177322,pop
2024-05-14 00:13,Melanie Martinez,Play Date,179867,pop
2024-05-14 00:22,Selena Gomez,Fetish (feat. Gucci Mane),186112,pop
2024-05-14 00:23,Olivia Rodrigo,deja vu,4040,pop
2024-05-14 00:27,Taylor Swift,cardigan,239560,country
2024-05-14 00:30,SZA,Saturn,186191,rnb
2024-05-14 00:34,Taylor Swift,I Knew You Were Trouble (Taylor's Version),4591,country
2024-05-14 00:34,Laufey,Valentine,168906,jazz
2024-05-14 00:37,Sabrina Carpenter,Looking at Me,181120,pop
2024-05-14 00:50,Olivia Rodrigo,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,205483,pop
2024-05-14 01:00,Melanie Martinez,Dollhouse,8074,pop
2024-05-14 01:00,Olivia Rodrigo,"jealousy, jealousy",1200,pop
2024-05-14 01:00,Sabrina Carpenter,Espresso,175459,pop
2024-05-14 01:00,Kali Uchis,Moonlight,3500,rnb
2024-05-14 01:00,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),1500,soft pop
2024-05-14 01:04,Taylor Swift,The Way I Loved You (Taylor’s Version),243136,country
2024-05-14 17:37,Taylor Swift,Don’t Blame Me,55554,country
2024-05-14 17:41,Taylor Swift,Don’t Blame Me,180860,country
2024-05-14 17:44,SZA,Saturn,186191,rnb
2024-05-14 17:46,Ariana Grande,intro (end of the world),92400,pop
2024-05-14 17:51,Doja Cat,Agora Hills,265360,pop
2024-05-14 17:58,Lana Del Rey,Diet Mountain Dew,222920,female vocalists
2024-05-14 18:08,Taylor Swift,Anti-Hero,200690,country
2024-05-14 18:12,Lana Del Rey,Radio,214573,female vocalists
2024-05-14 18:20,Taylor Swift,Midnight Rain,174782,country
2024-05-14 18:27,Lana Del Rey,Chemtrails Over The Country Club,271176,female vocalists
2024-05-14 18:29,James Arthur,Car's Outside,2040,soft pop
2024-05-14 18:29,Conan Gray,Heather,7930,seen live
2024-05-14 18:29,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",17888,pop
2024-05-14 18:32,Doja Cat,Kiss Me More (feat. SZA),208666,pop
2024-05-14 18:36,Taylor Swift,Love Story,235266,country
2024-05-14 18:39,Olivia Rodrigo,happier,175933,pop
2024-05-14 18:46,Taylor Swift,Back To December,293026,country
2024-05-14 18:51,Taylor Swift,Fearless (Taylor’s Version),241591,country
2024-05-14 18:53,SZA,Kill Bill,153946,rnb
2024-05-14 19:00,Lana Del Rey,Million Dollar Man,230120,female vocalists
2024-05-14 19:04,Jung Kook,Still With You,239905,k-pop
2024-05-14 19:05,Arctic Monkeys,I Wanna Be Yours,62118,indie
2024-05-14 19:09,Taylor Swift,Style,231000,country
2024-05-14 19:12,Doechii,What It Is (Solo Version),189824,rap
2024-05-14 19:17,Lana Del Rey,West Coast,256760,female vocalists
2024-05-14 19:23,Aimer,Sailing,335973,anime
2024-05-14 19:28,Joji,Glimpse of Us,233456,Lo-Fi
2024-05-14 23:34,beabadoobee,A Night To Remember,233388,bedroom pop
2024-05-14 23:35,Taylor Swift,We Are Never Ever Getting Back Together,9625,country
2024-05-14 23:39,Taylor Swift,I Knew You Were Trouble (Taylor's Version),219760,country
2024-05-14 23:42,Conan Gray,Memories,3540,seen live
2024-05-14 23:42,Olivia Rodrigo,vampire,164940,pop
2024-05-14 23:42,Coyote Theory,This Side of Paradise,1570,indie
2024-05-14 23:46,Arctic Monkeys,Cornerstone,197973,indie
2024-05-14 23:51,Cigarettes After Sex,Apocalypse,290616,dream pop
2024-05-14 23:55,Cigarettes After Sex,Starry Eyes,206000,dream pop
2024-05-14 23:59,Chase Atlantic,ESCORT,218823,rnb
2024-05-15 00:04,The Neighbourhood,W.D.Y.W.F.M?,259413,indie
2024-05-15 00:07,Chase Atlantic,Numb to the Feeling,227586,rnb
2024-05-15 00:12,The Neighbourhood,Nervous,245000,indie
2024-05-15 00:17,The Neighbourhood,Scary Love,222666,indie
2024-05-15 00:21,Arctic Monkeys,Do I Wanna Know?,272394,indie
2024-05-15 00:25,Beach Weather,"Sex, Drugs, Etc.",196784,indie
2024-05-15 00:30,Chase Atlantic,Paradise,256453,rnb
2024-05-15 00:31,David Kushner,Daylight,25145,indie
2024-05-15 00:34,Imaginary Poet,Valse Of The Dry Leaves,141897,Classical
2024-05-15 00:35,Ophelia Wilde,turning page,110400,Classical
2024-05-15 00:38,Yannick Lowack,The Overthinker,161543,
2024-05-15 00:41,Brackwhit,All Water Under the Bridge Now,126683,
2024-05-15 00:43,Johann Beethoven,Truman Sleeps,121899,
2024-05-15 00:48,Floris Boere,Unsolved Mysteries,201809,contemporary classical
2024-05-15 00:51,Dennis Korn,Un Journée au Louvre,110500,chillout
2024-05-15 00:53,Imaginary Poet,November,114258,Classical
2024-05-15 01:00,Imaginary Poet,Script Of Time,166866,Classical
2024-05-15 01:03,Ophelia Wilde,i couldn't help but fall in love,103253,Classical
2024-05-15 01:05,Ophelia Wilde,marriage,97964,Classical
2024-05-15 01:08,Yanson,Pour mes Frères,133956,
2024-05-15 01:10,Ophelia Wilde,moonlight waltz,118967,Classical
2024-05-15 01:13,Felix Mendelssohn,"Lieder Ohne Worte, Op.30: 6. Venetianisches Gondellied",161459,chamber music
2024-05-15 01:21,Marius Nitzbon,Curriculum,150569,ambient
2024-05-15 01:23,Kjell Sønksen,The Dark Chapter,173500,Classical
2024-05-15 01:25,Louis Mercier,The Nightingale's Lament,93901,
2024-05-15 18:34,Klangmaler,Compassion,19018,
2024-05-15 18:38,Taylor Swift,Safe & Sound - from The Hunger Games Soundtrack,240066,country
2024-05-15 18:42,Taylor Swift,We Are Never Ever Getting Back Together,150077,country
2024-05-15 18:44,Dan Redfeld & Elizabeth Hedman,Twilight: Bella's Lullaby,140984,
2024-05-15 18:47,Niklas Blumenthaler,Oxford Whispers,153950,
2024-05-15 18:48,Franz Liszt,"Consolation, S. 172: No. 1 Andante Con Moto",105933,classical piano
2024-05-15 18:52,Imaginary Poet,Meditation,190803,Classical
2024-05-15 18:54,Javi Lobe,Love Poem,132208,spanish
2024-05-15 18:57,Imaginary Poet,My Diaries,142191,Classical
2024-05-15 18:58,Dennis Korn,The Castle of the Nymphs,99000,chillout
2024-05-15 19:02,Kjell Sønksen,The Dark Chapter,173500,Classical
2024-05-15 19:12,Daniel Paterok,Melancholia,106457,neoclassical
2024-05-15 19:16,Taylor Swift,Karma,204852,country
2024-05-15 19:21,YOASOBI,夜に駆ける,261013,j-pop
2024-05-15 19:25,Ikimonogakari,熱情のスペクトラム,223613,anime
2024-05-15 19:29,YOASOBI,怪物,206000,j-pop
2024-05-15 19:32,Yuko Ando,Shogeki,181594,anime
2024-05-15 19:42,Cö shu Nie,give it back,212476,anime
2024-05-15 19:46,BURNOUT SYNDROMES,ヒカリアレ,59329,anime
2024-05-15 19:51,Akari Kito,Tiny Light,290813,anime
2024-05-15 19:54,ギヴン,冬のはなし,208906,anime
2024-05-15 19:56,SiM,The Rumbling (TV Size),90265,classical
2024-05-15 20:01,UVERworld,Touch off,258706,anime
2024-05-15 20:05,Masayuki Suzuki,ラブ・ドラマティック (Funky Flag Version),262946,anime
2024-05-15 20:10,Masatoshi Ono,departure!,257520,anime
2024-05-15 20:18,福原 遥,風に吹かれて,164279,anime
2024-05-15 23:19,福原 遥,風に吹かれて,25780,anime
2024-05-15 23:23,Hozier,Too Sweet,251424,blues
2024-05-15 23:27,Djo,End of Beginning,116199,psychedelic pop
2024-05-15 23:27,Cigarettes After Sex,Opera House,11810,dream pop
2024-05-15 23:30,EXID,Up & Down,189882,k-pop
2024-05-15 23:33,Heize,내 맘을 볼 수 있나요,109447,k-ballad
2024-05-15 23:37,Cults,Always Forever,223746,indie pop
2024-05-15 23:41,Chase Atlantic,Meddle About,203886,rnb
2024-05-15 23:45,Cigarettes After Sex,Pure,254626,dream pop
2024-05-16 00:32,Chase Atlantic,Consume (feat. Goon Des Garcons),267920,rnb
2024-05-16 00:36,The Neighbourhood,Baby Came Home,226880,indie
2024-05-16 00:40,Chase Atlantic,Okay,212306,rnb
2024-05-16 00:44,Chase Atlantic,Paradise,256453,rnb
2024-05-16 00:49,Chase Atlantic,Church,220000,rnb
2024-05-16 01:01,Arctic Monkeys,I Wanna Be Yours,183956,indie
2024-05-16 01:06,The Neighbourhood,The Beach,255133,indie
2024-05-17 18:20,James Arthur,Car's Outside,40079,soft pop
2024-05-17 18:23,James Arthur,Car's Outside,208298,soft pop
2024-05-17 18:29,Chase Atlantic,Tidal Wave,243670,rnb
2024-05-17 18:31,The Neighbourhood,Flawless,173282,indie
2024-05-17 18:31,Joji,Glimpse of Us,2820,Lo-Fi
2024-05-17 18:37,Gwen Stefani,Luxurious,264920,pop
2024-05-17 18:41,Lana Del Rey,Young And Beautiful,236053,female vocalists
2024-05-17 18:46,Lana Del Rey,Say Yes To Heaven,209156,female vocalists
2024-05-17 18:49,Taylor Swift,I Knew You Were Trouble (Taylor's Version),219760,country
2024-05-17 18:58,Taylor Swift,Midnight Rain,174782,country
2024-05-17 19:02,Taylor Swift,The Archer,211240,country
2024-05-17 19:06,Taylor Swift,London Boy,190240,country
2024-05-17 19:09,Charlie Puth,One Call Away,194453,soft pop
2024-05-17 19:21,Selena Gomez,Fetish (feat. Gucci Mane),1660,pop
2024-05-17 19:21,beabadoobee,Take A Bite,32271,bedroom pop
2024-05-17 19:24,Taylor Swift,All Of The Girls You Loved Before,221407,country
2024-05-17 19:29,Taylor Swift,Labyrinth,247962,country
2024-05-17 19:34,Lana Del Rey,Chemtrails Over The Country Club,271176,female vocalists
2024-05-17 19:40,Aimer,Sailing,335973,anime
2024-05-17 19:45,beabadoobee,A Night To Remember,233388,bedroom pop
2024-05-17 19:48,SZA,Saturn,186191,rnb
2024-05-17 19:53,Ruth B.,Dandelions,233720,pop
2024-05-17 19:57,Taylor Swift,my tears ricochet,255893,country
2024-05-17 20:01,Mitski,I Bet on Losing Dogs,170240,seen live
2024-05-17 20:05,Lana Del Rey,Pretty When You Cry,234146,female vocalists
2024-05-17 20:19,Taylor Swift,Anti-Hero,36123,country
2024-05-17 20:19,Laufey,Promise,234266,jazz
2024-05-17 21:28,Taylor Swift,Anti-Hero,164575,country
2024-05-17 21:35,Taylor Swift,Bejeweled,194165,country
2024-05-17 21:41,Doechii,What It Is (Solo Version),41620,rap
2024-05-17 21:44,Johann Sebastian Bach,"Suite No. 3 In D Major, BWV 1068: 2. Air (Arr. For Piano)",143031,classical
2024-05-17 21:52,Yanson,Nocturne No. I,178091,
2024-05-17 21:53,Ophelia Wilde,mr darcy's proposal,92786,Classical
2024-05-17 21:56,Alstad,Breathing In,150775,instrumental
2024-05-17 21:58,Alstad,A Reflection of You,145309,instrumental
2024-05-17 22:01,Holly Jones,Twilight,113191,pop
2024-05-17 22:04,Dario Lessing,Abschied,174666,lo-fi
2024-05-17 22:15,Pieter Savenberg,No More,215922,piano
2024-05-17 22:17,Ophelia Wilde,Reflections,124502,Classical
2024-05-17 22:20,Louis Mercier,Breakfast With Chopin,126328,
2024-05-17 22:23,Johann Sebastian Bach,"Violin Concerto in A Minor, BWV 1041: I. Allegro moderato",218720,classical
2024-05-17 22:39,Kjell Sønksen,The Dark Chapter,173500,Classical
2024-05-17 22:41,Ophelia Wilde,i couldn't help but fall in love,103253,Classical
2024-05-17 22:43,Bon Coeur,Les murmures,152740,
2024-05-17 22:57,Chris Palmer,The Royal Portuguese Cabinet of Reading,157111,medieval
2024-05-17 23:02,Beach Weather,"Sex, Drugs, Etc.",196784,indie
2024-05-17 23:06,The Neighbourhood,Reflections,244013,indie
2024-05-17 23:15,Arctic Monkeys,Knee Socks,257563,indie
2024-05-17 23:19,Arctic Monkeys,Why'd You Only Call Me When You're High?,161123,indie
2024-05-17 23:28,Chase Atlantic,ESCORT,218823,rnb
2024-05-17 23:39,Chase Atlantic,LUST,204106,rnb
2024-05-17 23:47,Arctic Monkeys,She's Thunderstorms,234920,indie
2024-05-17 23:51,The Neighbourhood,Alleyways,267853,indie
2024-05-17 23:56,Chase Atlantic,Moonlight,252000,rnb
2024-05-18 00:17,Arctic Monkeys,505,253586,indie
2024-05-18 00:59,The Neighbourhood,Sweater Weather,240400,indie
2024-05-21 17:46,Chase Atlantic,Consume (feat. Goon Des Garcons),183697,rnb
2024-05-21 17:47,Chase Atlantic,Consume (feat. Goon Des Garcons),84230,rnb
2024-05-21 17:52,Chase Atlantic,LIKE A ROCKSTAR,208111,rnb
2024-05-21 17:56,Chase Atlantic,Paradise,221983,rnb
2024-05-21 17:59,Lana Del Rey,Art Deco,219230,female vocalists
2024-05-21 18:03,Yannick Lowack,La Valse Tragique,176410,
2024-05-21 18:05,Joshua Kyan Aalampour,Return to Versailles,104319,Classical
2024-05-21 18:08,Jonas Kolberg,Late Night Train,144727,
2024-05-21 18:10,Imaginary Poet,Snow Flakes,142857,Classical
2024-05-21 18:14,Frédéric Chopin,"Nocturne No. 21 C Minor, Op. posth: No. 21",236620,classical piano
2024-05-21 18:17,Ophelia Wilde,turning page,110400,Classical
2024-05-21 18:19,Johannes Brahms,"16 Waltzes No. 15 In A Major, Op. 39: No. 15",106120,classical
2024-05-21 18:21,Brackwhit,All Water Under the Bridge Now,126683,
2024-05-21 18:24,Robert Schumann,"Kinderszenen, Op. 15: No. 7, Träumerei",174954,classical piano
2024-05-21 18:26,Louis Mercier,Midnight in Montmartre,96416,
2024-05-21 18:28,Melissa Galosi,Shadow Dust,155600,piano
2024-05-21 18:31,Ophelia Wilde,the cottage,104968,Classical
2024-05-21 18:33,Louis Mercier,Midnight in Montmartre,96416,
2024-05-21 18:46,Javier Escudero,Infinite Night,144916,
2024-05-21 19:08,Ophelia Wilde,hopeless romance,106452,Classical
2024-05-21 19:18,Laufey,From The Start,169573,jazz
2024-05-21 19:20,Ariana Grande,intro (end of the world),92400,pop
2024-05-21 19:24,yama,Oz.,194273,Stoner Rock
2024-05-21 19:27,The Walters,I Love You So,160239,indie rock
2024-05-21 19:31,Taylor Swift,Don’t Blame Me,236413,country
2024-05-21 19:35,Taylor Swift,my tears ricochet,255893,country
2024-05-21 23:53,Taylor Swift,The Man,2510,country
2024-05-21 23:53,Taylor Swift,The Man,4926,country
2024-05-21 23:57,Chase Atlantic,Friends,230010,rnb
2024-05-22 00:06,The Neighbourhood,Baby Came Home,226880,indie
2024-05-22 00:10,Cults,Always Forever,223746,indie pop
2024-05-22 00:14,The Neighbourhood,Void,203666,indie
2024-05-22 00:19,The Neighbourhood,W.D.Y.W.F.M?,259413,indie
2024-05-22 00:24,Arctic Monkeys,She's Thunderstorms,234920,indie
2024-05-22 00:29,Cigarettes After Sex,Sweet,292110,dream pop
2024-05-22 00:32,Beach Weather,"Sex, Drugs, Etc.",196784,indie
2024-05-22 00:41,The Neighbourhood,Afraid,251186,indie
2024-05-22 00:51,Cigarettes After Sex,Sunsetz,215150,dream pop
2024-05-22 00:55,Cigarettes After Sex,Opera House,232246,dream pop
2024-05-22 00:59,Cigarettes After Sex,Each Time You Fall in Love,236620,dream pop
2024-05-22 01:05,Arctic Monkeys,Do I Wanna Know?,272394,indie
2024-05-22 01:33,The Neighbourhood,Baby Came Home 2 / Valentines,390493,indie
2024-05-22 18:32,Chase Atlantic,Swim,228786,rnb
2024-05-22 18:34,Arctic Monkeys,Stop The World I Wanna Get Off With You,112053,indie
2024-05-22 18:36,Claude Debussy,"Children's Corner, L. 113: V. The Little Sheperd",134116,classical piano
2024-05-22 18:40,Dennis Korn,Serenade,143336,chillout
2024-05-22 18:42,Yanson,Pour mes Frères,133956,
2024-05-22 18:45,Michele Nobler,Dreaming With Rachmaninov,188987,classical piano
2024-05-22 18:50,Andrea Vanzo,Sunlight,201593,composer
2024-05-22 18:51,Frédéric Chopin,"Mazurkas, Op. 6: No. 4 In E-Flat Minor",79651,classical piano
2024-05-22 18:57,Ludwig van Beethoven,"Piano Sonata No. 14 In C-Sharp Minor, Op. 27: No. 2 Moonlight: I. Adagio Sostenuto",354214,classical
2024-05-22 19:01,Yan Springett,First Flight,157812,Classical
2024-05-22 19:02,Dennis Korn,The Castle of the Nymphs,99000,chillout
2024-05-22 19:04,Jonas Hain,Au Vent,109434,instrumental
2024-05-22 19:08,Imaginary Poet,Old Letter,151205,Classical
2024-05-22 19:11,Johannes Wasikowski,Dusty Covers,199880,
2024-05-22 19:13,Henri Bentley,From Where You Stood,146500,
2024-05-22 19:17,Dennis Korn,A foggy Morning,127250,chillout
2024-05-22 19:19,Arctic Monkeys,I Wanna Be Yours,130,indie
2024-05-22 19:19,Arctic Monkeys,I Wanna Be Yours,2250,indie
2024-05-22 19:19,Imaginary Poet,Inspiration,121859,Classical
2024-05-22 19:22,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",222369,pop
2024-05-22 19:25,Olivia Rodrigo,happier,175933,pop
2024-05-22 19:30,Taylor Swift,The Man,190360,country
2024-05-22 19:34,Melanie Martinez,Dollhouse,231853,pop
2024-05-22 19:51,Taylor Swift,The Way I Loved You (Taylor’s Version),243136,country
2024-05-22 19:54,The Walters,I Love You So,160239,indie rock
2024-05-22 19:58,Ruth B.,Dandelions,233720,pop
2024-05-22 20:03,Laufey,Promise,234266,jazz
2024-05-22 20:08,Gwen Stefani,Luxurious,264920,pop
2024-05-22 20:13,Taylor Swift,august,261922,country
2024-05-22 20:16,SZA,Snooze,201800,rnb
2024-05-22 20:20,Ellie Goulding,My Blood,234184,female vocalists
2024-05-22 20:25,Lana Del Rey,Diet Mountain Dew,222920,female vocalists
2024-05-22 20:29,Taylor Swift,Wildest Dreams,220440,country
2024-05-22 21:25,Aimer,Sailing,55320,anime
2024-05-22 22:24,Arctic Monkeys,505,253586,indie
2024-05-22 22:28,The Neighbourhood,Afraid,251186,indie
2024-05-22 23:15,The Neighbourhood,Scary Love,222666,indie
2024-05-22 23:30,Chase Atlantic,Drugs & Money - New Mix,239921,rnb
2024-05-22 23:38,Chase Atlantic,EMPTY,230266,rnb
2024-05-23 00:03,The Neighbourhood,Nervous,245000,indie
2024-05-23 00:20,Arctic Monkeys,Knee Socks,257563,indie
2024-05-23 00:23,Chase Atlantic,Meddle About,203886,rnb
2024-05-23 00:30,Chase Atlantic,Friends,230010,rnb
2024-05-23 00:34,d4vd,Here With Me,242484,rnb
2024-05-23 00:46,Cigarettes After Sex,You're the Only Good Thing In My Life,275186,dream pop
2024-05-23 00:54,The Neighbourhood,W.D.Y.W.F.M?,78807,indie
2024-05-24 18:32,The Neighbourhood,W.D.Y.W.F.M?,180852,indie
2024-05-24 18:34,Chase Atlantic,The Walls,48360,rnb
2024-05-24 18:36,Claude Debussy,"Page D'album, L. 133: Pièce Pour Le Vêtement Du Blessé",117973,classical piano
2024-05-24 18:38,Ophelia Wilde,café conversations,105524,Classical
2024-05-24 18:40,Imaginary Poet,Calm Ocean,140897,Classical
2024-05-24 18:42,Javier Escudero,Twelve Moons,136124,
2024-05-24 18:57,Erik Satie,Gnossienne No.1,309149,classical piano
2024-05-24 19:14,Chase Atlantic,LUST,204106,rnb
2024-05-24 19:19,Chase Atlantic,Drugs & Money - New Mix,239921,rnb
2024-05-24 19:23,Chase Atlantic,Tidal Wave,243670,rnb
2024-05-24 19:26,d4vd,Romantic Homicide,132630,rnb
2024-05-24 19:32,Cigarettes After Sex,Stop Waiting,362973,dream pop
2024-05-24 19:41,Chase Atlantic,HER,169720,rnb
2024-05-24 20:04,Cigarettes After Sex,Cry,256800,dream pop
2024-05-24 20:10,Cigarettes After Sex,Sweet,292110,dream pop
2024-05-24 20:17,The Neighbourhood,Void,203666,indie
2024-05-24 20:21,Lights,We Were Here - Chase Atlantic Remix,122820,pop
2024-05-24 20:25,The Weeknd,"One Of The Girls (with JENNIE, Lily Rose Depp)",244684,rnb
2024-05-24 22:20,Chase Atlantic,EMPTY,230266,rnb
2024-05-24 22:22,Cigarettes After Sex,Heavenly,70364,dream pop
2024-05-24 22:23,James Arthur,Car's Outside,47880,soft pop
2024-05-24 22:26,FIFTY FIFTY,Cupid - Twin Ver.,173461,k-pop
2024-05-24 22:33,Eminem,Without Me,290320,rap
2024-05-24 22:38,Selena Gomez & The Scene,Love You Like A Love Song,188453,pop
2024-05-24 22:40,Harry Styles,As It Was,1230,pop
2024-05-24 22:40,Ben Platt,If I Could Tell Her,1650,musicals
2024-05-24 22:40,Coyote Theory,This Side of Paradise,950,indie
2024-05-24 22:40,Olivia O'Brien,Complicated,82043,pop
2024-05-24 22:44,Christina Aguilera,Genie In a Bottle,217573,pop
2024-05-24 22:44,The Neighbourhood,Afraid,7016,indie
2024-05-24 22:48,Ariana Grande,Stuck with U (with Justin Bieber),228482,pop
2024-05-24 22:49,Lana Del Rey,West Coast,27044,female vocalists
2024-05-24 22:58,Backstreet Boys,Everybody (Backstreet's Back) - Radio Edit,141720,pop
2024-05-24 22:58,Taylor Swift,Love Story,1310,country
2024-05-24 22:58,Jung Seung Hwan,Day & Night,13250,k-ballad
2024-05-24 22:58,Dan + Shay,"10,000 Hours (with Justin Bieber)",1580,country
2024-05-24 22:58,Everybody Loves an Outlaw,I See Red,1160,Soundtrack
2024-05-24 22:58,New West,Those Eyes,1290,seen live
2024-05-24 23:02,Justin Bieber,Maria,248293,pop
2024-05-24 23:06,Britney Spears,Toxic,198800,pop
2024-05-24 23:06,David Kushner,Daylight,2210,indie
2024-05-24 23:06,Justin Bieber,Yummy,19641,pop
2024-05-24 23:06,Arctic Monkeys,Why'd You Only Call Me When You're High?,1280,indie
2024-05-24 23:36,Emily Mei,Monster Under The Bed,230810,booba
2024-05-25 01:14,Doja Cat,Agora Hills,119742,pop
2024-05-27 18:35,Doja Cat,Agora Hills,145876,pop
2024-05-27 18:47,The Weeknd,I Feel It Coming,138714,rnb
2024-05-27 18:50,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),174490,soft pop
2024-05-27 18:54,Frédéric Chopin,"Waltz No. 7 In C-Sharp Minor, Op. 64: No. 2",227191,classical piano
2024-05-27 19:16,Javier Escudero,Autumn Awakening,119250,
2024-05-27 19:19,Chris Palmer,The Librarian's Secret,141848,medieval
2024-05-27 19:21,Dan Redfeld & Elizabeth Hedman,Twilight: Bella's Lullaby,140984,
2024-05-27 19:23,Johann Sebastian Bach,"The Well-Tempered Clavier Book 1, BWV 846: 1. Prelude",703,classical
2024-05-27 19:29,Gwen Stefani,Luxurious,264920,pop
2024-05-27 19:48,Taylor Swift,Anti-Hero,200690,country
2024-05-27 19:52,Lana Del Rey,Young And Beautiful,79706,female vocalists
2024-05-27 19:58,Sabrina Carpenter,Espresso,175459,pop
2024-05-27 19:58,Taylor Swift,Blank Space,19370,country
2024-05-27 20:01,beabadoobee,Glue Song,135066,bedroom pop
2024-05-27 20:06,Lana Del Rey,Ultraviolence,251480,female vocalists
2024-05-27 20:09,Taylor Swift,illicit affairs,190898,country
2024-05-27 21:23,Taylor Swift,Lover,221306,country
2024-05-27 21:31,Ariana Grande,we can't be friends (wait for your love),228639,pop
2024-05-27 21:32,Taylor Swift,All Of The Girls You Loved Before,26883,country
2024-05-27 21:35,Imaginary Poet,Longing,159736,Classical
2024-05-27 21:37,Lysander,Quiet Moments,104827,instrumental
2024-05-27 21:40,Yan Springett,Hope,166147,Classical
2024-05-27 21:42,Jonas Hain,Seul mais avec toi,72000,instrumental
2024-05-27 21:44,Bobby Celesti,Above The Clouds,125196,lullaby
2024-05-27 21:46,Kristoffer Wallin,Silence,141981,neoclassical
2024-05-27 21:47,Antonín Dvořák,"Minuet, Op.28/1",65250,classical
2024-05-27 21:48,Dennis Korn,The Red Dress,21169,chillout
2024-05-27 22:15,Laufey,Fragile,241080,jazz
2024-05-27 22:17,The Walters,I Love You So,160239,indie rock
2024-05-27 22:20,SZA,Kill Bill,153946,rnb
2024-05-27 22:24,Taylor Swift,London Boy,190240,country
2024-05-27 22:26,Taylor Swift,Anti-Hero,10226,country
2024-05-27 22:27,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",7700,pop
2024-05-27 22:27,Lana Del Rey,Young And Beautiful,6560,female vocalists
2024-05-27 22:38,Olivia Rodrigo,traitor,229226,pop
2024-05-27 22:41,Olivia Rodrigo,happier,175933,pop
2024-05-27 23:14,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,207904,pop
2024-05-28 09:16,Lana Del Rey,Ultraviolence,61959,female vocalists
2024-05-28 17:39,Lana Del Rey,Ultraviolence,189779,female vocalists
2024-05-28 17:46,Lana Del Rey,Brooklyn Baby,351640,female vocalists
2024-05-28 17:49,Laufey,Valentine,168906,jazz
2024-05-28 17:54,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),247160,pop
2024-05-28 18:11,Jung Kook,Still With You,239905,k-pop
2024-05-28 18:18,Taylor Swift,Lover,221306,country
2024-05-28 18:21,Doechii,What It Is (Solo Version),189824,rap
2024-05-28 18:51,Taylor Swift,Back To December,293026,country
2024-05-28 18:57,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",36250,pop
2024-05-28 19:07,Lana Del Rey,Diet Mountain Dew,74910,female vocalists
2024-05-28 19:12,Harry Styles,Watermelon Sugar,28436,pop
2024-05-28 19:18,Eminem,Venom - Music From The Motion Picture,269573,rap
2024-05-28 23:34,Taylor Swift,Lover,19206,country
2024-05-28 23:38,The Neighbourhood,Sweater Weather,240400,indie
2024-05-28 23:41,Cigarettes After Sex,Stop Waiting,147771,dream pop
2024-05-28 23:45,Taylor Swift,cardigan,239560,country
2024-05-28 23:47,Sabrina Carpenter,Looking at Me,70627,pop
2024-05-28 23:50,beabadoobee,the perfect pair,177533,bedroom pop
2024-05-28 23:53,Sabrina Carpenter,Espresso,175459,pop
2024-05-28 23:57,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,soft pop
2024-05-29 00:00,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",177322,pop
2024-05-29 00:05,Laufey,Fragile,241080,jazz
2024-05-29 00:09,Taylor Swift,Don’t Blame Me,236413,country
2024-05-29 00:13,Olivia Rodrigo,happier,175933,pop
2024-05-29 00:17,Ariana Grande,we can't be friends (wait for your love),228639,pop
2024-05-29 00:21,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",222369,pop
